,listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough
1106,808774,160,"Brooklyn, Williamsburg",Chic 1 bd apt in Prime Williamsburg,entire home/apt,Julia,April 26 2019,Brooklyn
1107,808851,95,"Manhattan, East Harlem",Comfortable Room in UES - NYC,private room,Jhon,June 23 2019,Manhattan
1108,812467,49,"Brooklyn, Kensington","Vintage Chic Haven in Kensington, Brooklyn",private room,Jesse,June 23 2019,Brooklyn
1109,812671,190,"Brooklyn, Park Slope",CSS (Central/Sunny/Spacious) 1 BR in Park Slope,entire home/apt,Angelina,June 13 2019,Brooklyn
1110,813225,68,"Brooklyn, Fort Greene","Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",private room,Obed,July 02 2019,Brooklyn
1111,813554,185,"Brooklyn, Park Slope",Historic Park Slope Gem - 1br,entire home/apt,Valeria,May 28 2019,Brooklyn
1112,813793,225,"Manhattan, Lower East Side","Large, Private 2-BR Flat in the Lower East Side!",entire home/apt,Peter,June 24 2019,Manhattan
1113,814327,81,"Manhattan, Upper East Side",room in uper east side manhattan,private room,Jefry,May 04 2019,Manhattan
1114,814616,199,"Manhattan, East Village",BIG STYLISH SUNNY EAST VILLAGE 1BR,entire home/apt,Alta,May 24 2019,Manhattan
1115,814911,55,"Brooklyn, Bushwick",TASTEFUL DESIGN + SPACE FOREVER,private room,Albert,May 12 2019,Brooklyn
1116,815465,135,"Manhattan, Harlem",Central Park North Guest House,entire home/apt,Jennifer,June 11 2019,Manhattan
1117,816637,85,"Queens, Sunnyside",Big apartment with top view! 1 block from subway.,entire home/apt,Alvaro,June 23 2019,Queens
1118,817113,109,"Brooklyn, Crown Heights",large spaciousbrownstone house,private room,Ana,June 23 2019,Brooklyn
1119,818084,290,"Manhattan, Greenwich Village",Gorgeous sunny prime SoHo 1BR Apt.,entire home/apt,Annie,May 31 2019,Manhattan
1120,818325,148,"Manhattan, Kips Bay",Pied-à-Terre in Midtown Manhattan,entire home/apt,Shane,June 01 2019,Manhattan
1121,818337,57,"Queens, Flushing",Newly Reno Room with Private Bath^,private room,Celeste,June 22 2019,Queens
1122,818481,60,"Manhattan, Harlem",MANHATTAN BEAUTIFUL PIANO ROOM,private room,Ale,June 28 2019,Manhattan
1123,818518,60,"Manhattan, Harlem",MANHATTAN BEAUTIFUL FIRESCAPE ROOM,private room,Ale,June 23 2019,Manhattan
1124,819206,45,"Manhattan, East Harlem",Cute shared studio apartment,shared room,Christopher,June 24 2019,Manhattan
1125,819228,60,"Manhattan, Harlem",MANHATTAN CONVENIENT 2 CLOSET ROOM,private room,Ale,May 28 2019,Manhattan
1126,819419,125,"Brooklyn, Clinton Hill","Entire Private, Spacious 1-BR in Ft. Greene",entire home/apt,Tanjila,May 27 2019,Brooklyn
1127,819893,60,"Manhattan, Harlem",MANHATTAN CONVENIENT NICE ROOM IN NYC,private room,Ale,May 19 2019,Manhattan
1128,819956,75,"Brooklyn, Bedford-Stuyvesant","Home away from home,clean and cozy.",private room,Jerbean,January 02 2019,Brooklyn
1129,820710,89,"Brooklyn, Clinton Hill",1 large bedroom w/private bath,private room,Autumn,January 01 2019,Brooklyn
1130,820953,99,"Brooklyn, Greenpoint",Entire Apt Yours! (5 Night Minimum),entire home/apt,Amanda,January 01 2019,Brooklyn
1131,821135,170,"Brooklyn, Downtown Brooklyn",Bright Loft One Stop from Soho,entire home/apt,Owen,January 12 2019,Brooklyn
1132,822016,90,"Brooklyn, Crown Heights",1BR w/private bath in modern Prospect Heights apt,private room,Seema,July 03 2019,Brooklyn
1133,823520,179,"Manhattan, Chelsea",ON HIGHLINE! Private room & bath,private room,Arthur,July 03 2019,Manhattan
1134,823618,80,"Manhattan, Harlem","Large,sunny private room in Harlem",private room,Ettice,June 20 2019,Manhattan
1135,823631,65,"Manhattan, Harlem","Bright, cozy private room in Harlem",private room,Ettice,May 18 2019,Manhattan
1136,823880,69,"Manhattan, Lower East Side","Clean Private Bedroom on Lower East Side,Manhattan",private room,Anja,July 04 2019,Manhattan
1137,825193,155,"Brooklyn, Park Slope",Park Slope Apartment,entire home/apt,Jon,May 09 2019,Brooklyn
1138,825486,135,"Manhattan, Upper East Side",1 BEDROOM APARTMENT IN UPPER EAST,entire home/apt,Francesco,June 18 2019,Manhattan
1139,825545,120,"Manhattan, Greenwich Village",Clean cozy room central historic gay best area,private room,Mike,July 07 2019,Manhattan
1140,825550,135,"Brooklyn, Gowanus",Luxury 1BD in Historic Carrol Gardens Brownstone,entire home/apt,Jeff,April 27 2019,Brooklyn
1141,826388,69,"Manhattan, Harlem","Spacious & Comfy, Top of Central Pk",private room,Adrian,April 25 2019,Manhattan
1142,826685,51,"Brooklyn, Bedford-Stuyvesant",Dreamy Private Room in  Super Cool Bedstuy Apt.,private room,Keithan,June 23 2019,Brooklyn
1143,826764,65,"Manhattan, Chelsea",Spacious Sunny Union Sq Room,private room,Marie,June 02 2019,Manhattan
1144,827719,60,"Brooklyn, Clinton Hill",Experience Brooklyn like a True Brooklynite,private room,Shahar,June 27 2019,Brooklyn
1145,828553,130,"Manhattan, Gramercy",Location AND Space in the city!!,entire home/apt,Ms,June 23 2019,Manhattan
1146,828685,70,"Brooklyn, Bedford-Stuyvesant",Cute Room in Artist/Designers' Flat,private room,Kayla,June 10 2019,Brooklyn
1147,828796,200,"Brooklyn, Clinton Hill",Large 2BR Apt in Brownstone,entire home/apt,Gabe And Jane,June 19 2019,Brooklyn
1148,829935,130,"Manhattan, Washington Heights",Charming Backyard Apt in Townhouse,entire home/apt,Bob,June 12 2019,Manhattan
1149,830949,79,"Manhattan, East Village",DESIGNER LOFT W PRIVATE ROOFTOP & PANORAMIC VIEWS,private room,Rebecca,June 20 2019,Manhattan
1150,832772,175,"Manhattan, Upper West Side",NO PLACE LIKE YOUR NYC HOME! UPPER WEST SIDE 1BDRM,entire home/apt,Scott,March 02 2019,Manhattan
1151,833519,40,"Manhattan, Washington Heights",Large Bedroom for 2 brickwall,private room,Vero,January 01 2019,Manhattan
1152,834190,99,"Manhattan, Lower East Side",Manhattan Lux Loft.Like.Love.Lots.Look !,private room,Carol,July 06 2019,Manhattan
1153,836578,240,"Manhattan, Chelsea",Airy+Sunny 1bdrm- Steps to HighLine,entire home/apt,Jh,May 13 2019,Manhattan
1154,836720,400,"Queens, College Point",Brand New Bay House,entire home/apt,Manuel Alberto,June 11 2019,Queens
1155,837503,96,"Brooklyn, Bedford-Stuyvesant",❤️Feel@HOME Brooklyn Clinton Hill ❤️,entire home/apt,Casey,June 21 2019,Brooklyn
1156,838586,200,"Brooklyn, Williamsburg",***HOT SPOT*** 2 blocks to L/G Trains *** Modern,entire home/apt,Ronny,April 27 2019,Brooklyn
1157,840731,495,"Manhattan, East Village",Historic East Village Townhouse,entire home/apt,Joanna,July 01 2019,Manhattan
1158,840794,85,"Brooklyn, Prospect Heights",Big one bedroom located in Brooklyn,entire home/apt,Todd,January 26 2019,Brooklyn
1159,841292,109,"Manhattan, Chelsea",BIG room in fun loft – heart of NYC,private room,Aaron,May 27 2019,Manhattan
1160,841484,175,"Manhattan, Lower East Side",cozy charming apt - Lower East Side,entire home/apt,Andrew,June 30 2019,Manhattan
1161,842167,150,"Manhattan, Chinatown",1 BDR in Heart of Lower East side,entire home/apt,Melanie,May 28 2019,Manhattan
1162,843003,107,"Queens, Astoria",Modern Two-Bedroom Balcony Apartment,entire home/apt,Jason,April 30 2019,Queens
1163,843036,80,"Manhattan, Washington Heights",Beautiful apt uptown Manhattan,entire home/apt,Roman,April 17 2019,Manhattan
1164,843491,80,"Queens, Flushing",Clean 1 bedroom with private bath :),private room,Celeste,January 04 2019,Queens
1165,843524,800,"Brooklyn, Bushwick",A Little Palace in Brooklyn for Shoots and Events,entire home/apt,Alex & Britta,July 01 2019,Brooklyn
1166,844319,130,"Brooklyn, Flatbush","XL 90m2 2BR Victorian area,sleeps 7",entire home/apt,Camille,June 13 2019,Brooklyn
1167,845417,260,"Manhattan, Lower East Side",LOVELY LOFT | 24H DOORMAN | PERFECT,entire home/apt,Felix,May 20 2019,Manhattan
1168,845517,36,"Brooklyn, Clinton Hill",Queen-sized Room Avail in Huge 2 bdrm/2bth loft.,private room,Ian,May 26 2019,Brooklyn
1169,846190,140,"Brooklyn, Prospect-Lefferts Gardens",Modern condo close to Prospect park,entire home/apt,Lewis,June 27 2019,Brooklyn
1170,846275,145,"Manhattan, Lower East Side","BEST LOWER EAST SIDE APT, SLEEPS 4 COMFORTABLY.",entire home/apt,Ren,June 21 2019,Manhattan
1171,846470,75,"Brooklyn, Williamsburg","COZY SUNNY ROOM, BLOCK 4RM TRAIN :)",private room,Pam,May 11 2019,Brooklyn
1172,846854,300,"Manhattan, Upper West Side",Large Garden Duplex on Park block,entire home/apt,Dirk,June 08 2019,Manhattan
1173,846871,131,"Manhattan, Upper West Side","Cozy 1 BR near Central Park, AMNH, The MET & More",private room,Dee,June 23 2019,Manhattan
1174,848087,100,"Brooklyn, Bedford-Stuyvesant",Great light-filled 1BR in Brooklyn,entire home/apt,Luca,June 04 2019,Brooklyn
1175,848220,160,"Manhattan, Upper East Side",LUXURY APT w PRIVATE GARDEN NYC UES,entire home/apt,Gregory,May 24 2019,Manhattan
1176,848718,75,"Brooklyn, Prospect-Lefferts Gardens",Spacious & Comfy by Prospect Park,private room,Keturah,June 06 2019,Brooklyn
1177,848722,45,"Queens, Flushing",Lovely BR In The ❤ Of Flushing! Free Metro Card,private room,Celeste,June 07 2019,Queens
1178,849409,120,"Brooklyn, Prospect Heights",Spacious garden appartment brooklyn,entire home/apt,Bernard,July 01 2019,Brooklyn
1179,849603,100,"Brooklyn, Crown Heights",Spacious Crown Heights Apartment,entire home/apt,Ayana,June 15 2019,Brooklyn
1180,850097,235,"Manhattan, West Village",Beautiful 1BD in the West Village,entire home/apt,Taleah,April 10 2019,Manhattan
1181,850148,85,"Brooklyn, Williamsburg",1 ROOM IN AMAZING ARTIST NYC LOFT,private room,Julie,May 04 2019,Brooklyn
1182,850338,145,"Brooklyn, Williamsburg",Authentic Luxury Designed Loft,entire home/apt,Thomas,June 20 2019,Brooklyn
1183,850517,289,"Brooklyn, Bushwick",3 Bedroom Duplex/ 2 Baths and 2 LR,entire home/apt,Brendan,May 20 2019,Brooklyn
1184,850712,120,"Manhattan, Greenwich Village",Cute Studio Greenwich Village NYC,entire home/apt,Mario,June 30 2019,Manhattan
1185,850943,149,"Brooklyn, Williamsburg",ARTIST TRENDY NYC LOFT,entire home/apt,Julie,April 22 2019,Brooklyn
1186,851784,99,"Manhattan, Washington Heights",Designer's spacious Manhattan apt.,entire home/apt,Ks & Eli,July 04 2019,Manhattan
1187,852118,150,"Brooklyn, Crown Heights",Spacious 3 Bedroom Prospect Brooklyn near subway,entire home/apt,Hannah,May 19 2019,Brooklyn
1188,852632,44,"Brooklyn, Gowanus",Gowanis Urban Oasis,shared room,Raymond,July 01 2019,Brooklyn
1189,852949,195,"Manhattan, Greenwich Village",INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!,entire home/apt,Sandi,May 15 2019,Manhattan
1190,854033,100,"Manhattan, Civic Center",1 BR in large full floor apartment,private room,Eddie,April 21 2019,Manhattan
1191,854253,60,"Brooklyn, Flatbush",Great Lrg Apt next to Park/Subway,entire home/apt,Cristian,April 30 2019,Brooklyn
1192,854521,62,"Manhattan, Harlem","Room, Central Location, Priv. Entry",private room,Samuel,July 04 2019,Manhattan
1193,855549,88,"Manhattan, Upper West Side","Have the 1st floor of a two floor duplex,",private room,Robert,July 05 2019,Manhattan
1194,855919,125,"Manhattan, Harlem",Lovely Apt. in the heart of Harlem,entire home/apt,Marina,July 01 2019,Manhattan
1195,856440,176,"Manhattan, Hell's Kitchen",YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,entire home/apt,Peter,May 02 2019,Manhattan
1196,857696,51,"Manhattan, East Harlem",PRIVATE LARGE-MODERN-CLEAN master bedroom,private room,Sergio,June 26 2019,Manhattan
1197,858223,200,"Manhattan, Chelsea",Entire flat west village,entire home/apt,Ally,June 08 2019,Manhattan
1198,858695,30,"Bronx, Mount Eden",Very Large Private Room on quiet st,private room,Douglas,June 20 2019,Bronx
1199,859596,100,"Manhattan, East Harlem",Quiet room w/ 2 beds +light near subway+ museums,private room,Aaron,July 02 2019,Manhattan
1200,860163,125,"Manhattan, East Harlem",Manhattan Studio Apartment: 2 Adults $125,entire home/apt,Judith,July 02 2019,Manhattan
1201,860827,170,"Brooklyn, Clinton Hill",carriage house apartment,entire home/apt,Claire,June 22 2019,Brooklyn
1202,862890,150,"Manhattan, Washington Heights",Private bedroom w/ king size bed + pvt bathroom,private room,Rachel...You Can Call Me Kaya :),May 31 2019,Manhattan
1203,864790,125,"Manhattan, Upper West Side",PEACEFUL SHARE BY CENTRAL PARK,private room,Nicole,May 25 2019,Manhattan
1204,864981,68,"Brooklyn, Sunset Park",Cozy Room in Charming Brownstone,private room,Chandle,May 26 2019,Brooklyn
1205,865355,90,"Manhattan, Harlem",Spacious and Comfortable Room!,private room,George,April 30 2019,Manhattan
1206,866890,65,"Manhattan, Harlem",Budget/diamond in heart of Harlem,private room,Ben,July 05 2019,Manhattan
1207,867721,65,"Brooklyn, Bedford-Stuyvesant",Comfortable Modern Room in Bed-Stuy,private room,Ines,June 30 2019,Brooklyn
1208,867769,65,"Brooklyn, Bedford-Stuyvesant",Full Bedroom in Bed-Stuy,private room,Ines,May 21 2019,Brooklyn
1209,873465,115,"Brooklyn, Flatbush",Cute & Comfortable One Bedroom,entire home/apt,Maria,May 19 2019,Brooklyn
1210,873701,140,"Brooklyn, Crown Heights","Chic, quiet 1BR with patio (steps from the subway)",entire home/apt,Becky,June 11 2019,Brooklyn
1211,874683,62,"Brooklyn, Bushwick",Spacious Bushwick Duplex Apartment,private room,Alvin,June 30 2019,Brooklyn
1212,874706,95,"Brooklyn, Kensington",Fully Updated Modern 1 Bedroom Apartment,entire home/apt,Joan,July 01 2019,Brooklyn
1213,875111,100,"Brooklyn, Bedford-Stuyvesant",1-bedroom apt in Clinton Hill,entire home/apt,Michael,January 27 2019,Brooklyn
1214,875567,113,"Manhattan, West Village",Cozy West Village Studio Apartment,entire home/apt,Marise,June 09 2019,Manhattan
1215,876355,108,"Manhattan, Morningside Heights",Large 1BR Columbia University,entire home/apt,Vivian,January 19 2019,Manhattan
1216,876565,62,"Brooklyn, Bedford-Stuyvesant",Spacious Comfy Bedroom in Bed-Stuy,private room,Ines,June 30 2019,Brooklyn
1217,877135,95,"Brooklyn, Williamsburg",Williamsburg 1br APT,entire home/apt,Hoonju / Co Host: Jose,June 16 2019,Brooklyn
1218,880256,165,"Manhattan, Harlem",Beautiful Trendy 2br Harlem Apt.,entire home/apt,Rochelle,January 02 2019,Manhattan
1219,880424,60,"Brooklyn, Prospect-Lefferts Gardens",★Beautiful Home Away From Home★,private room,Jeremy,June 04 2019,Brooklyn
1220,882209,80,"Brooklyn, Williamsburg",Gorgeous Williamsburg Apartment,private room,Nikki,May 04 2019,Brooklyn
1221,882559,110,"Manhattan, Hell's Kitchen",Private bedroom&bathroom in the heart of Manhattan,private room,Idan,June 24 2019,Manhattan
1222,883306,79,"Brooklyn, Clinton Hill",1  Bedroom in Clinton Hill Share,private room,Autumn,June 17 2019,Brooklyn
1223,883423,140,"Brooklyn, Carroll Gardens",Clean and charming apartment  in Carroll Gardens,entire home/apt,Antoinette,May 04 2019,Brooklyn
1224,883517,339,"Manhattan, Upper West Side",3 Bedroom Upper West Side Gem,entire home/apt,Julie,July 06 2019,Manhattan
1225,886808,55,"Queens, Flushing","Free Metrocard*, Safe & Affordable",private room,Christina,June 14 2019,Queens
1226,886833,81,"Queens, Flushing","Private Suite, Free Metrocard*",entire home/apt,Christina,July 05 2019,Queens
1227,887129,191,"Brooklyn, Williamsburg",Comfortable and Large Duplex with Private Terrace,entire home/apt,Jon,June 30 2019,Brooklyn
1228,887292,139,"Brooklyn, Bushwick",2 Bedroom Bushwick Apartment,entire home/apt,Robert,May 08 2019,Brooklyn
1229,888583,120,"Brooklyn, Greenpoint",Gorgeous Greenpoint Railroad,entire home/apt,Caroline,January 01 2019,Brooklyn
1230,888905,60,"Manhattan, East Harlem","Sunny bedroom, next to subway and Central Park",private room,Elisa,June 19 2019,Manhattan
1231,890839,295,"Brooklyn, Crown Heights","Spacious, duplex townhouse w large garden oasis",entire home/apt,Andrew,May 28 2019,Brooklyn
1232,891117,49,"Manhattan, Harlem",Private Bedroom in Manhattan,private room,Jj,June 15 2019,Manhattan
1233,892704,120,"Brooklyn, Bedford-Stuyvesant",Enjoy Brownstone Brooklyn!,entire home/apt,Richelle & Neil,July 05 2019,Brooklyn
1234,893413,2500,"Manhattan, East Village",Architecturally Stunning Former Synagogue!,entire home/apt,Martin,July 01 2019,Manhattan
1235,894015,107,"Brooklyn, Bedford-Stuyvesant",Boldera: Your Home Away From Home,entire home/apt,Damon And Kent,June 22 2019,Brooklyn
1236,894063,98,"Brooklyn, Williamsburg","Penthouse patio,city view,BIG bed",private room,Lacey,May 27 2019,Brooklyn
1237,895386,170,"Manhattan, Harlem",NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!,entire home/apt,Jeanine,June 21 2019,Manhattan
1238,898669,150,"Manhattan, West Village",Hip Modern West Village Apartment,entire home/apt,Brian,March 24 2019,Manhattan
1239,898861,63,"Queens, Briarwood","Private One Bedroom Suite, 45 min from City",entire home/apt,Jeanette & Henry,June 19 2019,Queens
1240,900383,110,"Brooklyn, Bedford-Stuyvesant",Brooklyn-Bedstuy-Studio,shared room,Selam,April 11 2019,Brooklyn
1241,903947,49,"Manhattan, Harlem",Beautiful Bedroom in Manhattan,private room,Jj,June 23 2019,Manhattan
1242,903972,49,"Manhattan, Harlem",Great Bedroom in Manhattan,private room,Jj,June 21 2019,Manhattan
1243,905425,160,"Brooklyn, Greenpoint",PAINTERS PARADISE / GREENPOINT,entire home/apt,Painter,June 19 2019,Brooklyn
1244,905947,38,"Brooklyn, Flatbush",CHIC ROOM IN BROOKLYN BROWNSTONE,private room,Shelley,June 10 2019,Brooklyn
1245,906038,170,"Manhattan, Upper West Side",Central Pk West-Convenient 1 BR,entire home/apt,Joy,May 22 2019,Manhattan
1246,906058,105,"Manhattan, Morningside Heights",Columbia area room pvt bath & entry,private room,Irene,June 23 2019,Manhattan
1247,907966,50,"Brooklyn, Greenpoint",1 rm @ 3BR artist loft williamsburg,private room,Joseph,July 02 2019,Brooklyn
1248,911092,145,"Manhattan, East Village",Avenue A Apartment,entire home/apt,Darina,June 23 2019,Manhattan
1249,912376,51,"Brooklyn, Bedford-Stuyvesant",Room in cool Bushwick loft!,private room,Maria,January 03 2019,Brooklyn
1250,915020,150,"Brooklyn, South Slope",Garden Apartment in Park Slope,entire home/apt,Roslyn,July 07 2019,Brooklyn
1251,917058,225,"Manhattan, Greenwich Village",Charming Greenwich Village studio,entire home/apt,Darla,January 01 2019,Manhattan
1252,918049,250,"Manhattan, Chelsea",Union Sq European Serene apt,entire home/apt,Liz,June 23 2019,Manhattan
1253,918239,56,"Brooklyn, Williamsburg",Cozy bedroom in Artist Loft,private room,Rachel,June 10 2019,Brooklyn
1254,918426,70,"Brooklyn, Prospect Heights",IDEAL AREA!Reviews! LARGE btfl room,private room,Mitty,June 16 2019,Brooklyn
1255,919491,70,"Brooklyn, Park Slope",Park Slope LARGEST (private) SHARE IN PARK SLOPE,private room,Kevin,June 18 2019,Brooklyn
1256,919830,125,"Manhattan, Chelsea",1br in a 2br apartment in Chelsea (23/7),private room,Eduardo,June 28 2019,Manhattan
1257,919978,399,"Manhattan, Hell's Kitchen",2bdrm + Patio/BackYard/Time Square/1st Floor,entire home/apt,Time Square,June 10 2019,Manhattan
1258,921441,75,"Manhattan, Washington Heights",Artsy Bedroom/Office in WaHi,private room,Michelle,June 21 2019,Manhattan
1259,921585,280,"Brooklyn, Bedford-Stuyvesant",Cosmopolitan Brownstone Sanctuary,entire home/apt,Stelian & Deanna,June 24 2019,Brooklyn
1260,921624,220,"Brooklyn, Williamsburg",Rare Spacious Quiet Prime Williamsburg Duplex Loft,entire home/apt,Emmanuel,February 23 2019,Brooklyn
1261,921862,190,"Manhattan, Upper West Side",Breathtaking view of New York city,entire home/apt,George,May 31 2019,Manhattan
1262,923566,200,"Manhattan, Upper West Side",Sunlit Central Park Apartment,entire home/apt,Cody,January 04 2019,Manhattan
1263,923979,77,"Queens, Briarwood","Private Studio Near JFK, LGA & Subway  Not A Bsmnt",entire home/apt,Tzvi,July 05 2019,Queens
1264,924600,35,"Brooklyn, Bedford-Stuyvesant","Sunny, private room in Brooklyn!",private room,Gloria,June 15 2019,Brooklyn
1265,924658,30,"Brooklyn, Bedford-Stuyvesant","Bright, airy room share in Brooklyn",shared room,Gloria,June 01 2019,Brooklyn
1266,925240,295,"Manhattan, East Village",Artist Loft - Union Square,entire home/apt,Jonathan,June 24 2019,Manhattan
1267,925730,160,"Manhattan, Chinatown",Large studio all to yourself,entire home/apt,L,June 10 2019,Manhattan
1268,927408,98,"Brooklyn, Clinton Hill","Large Cozy Room #1, Landmark Home 1 block to PRATT",private room,Erica,February 16 2019,Brooklyn
1269,927987,230,"Manhattan, Upper East Side",Bright Doorman One Bedroom on Upper East Side,entire home/apt,Meg,June 10 2019,Manhattan
1270,929032,60,"Brooklyn, Vinegar Hill",Dumbo | Spacious private room w/ private bathroom,private room,Lucas,June 18 2019,Brooklyn
1271,931642,118,"Manhattan, Murray Hill",Murray Hill Garden Apt. MANHATTAN,private room,Min,June 23 2019,Manhattan
1272,933129,195,"Brooklyn, Fort Greene",Fort Greene Jewel,entire home/apt,Sandra,May 31 2019,Brooklyn
1273,933861,85,"Manhattan, Hell's Kitchen",Hell's Kitchen Hideaway - Private Entrance,private room,Nick & Jim,June 24 2019,Manhattan
1274,936218,55,"Manhattan, Harlem",Clean-Furnished Room Near The Apollo (W 125th St.),private room,Anthony,June 30 2019,Manhattan
1275,937678,155,"Brooklyn, Bushwick",Bushwick Loft,entire home/apt,Michael,July 01 2019,Brooklyn
1276,938022,99,"Brooklyn, Williamsburg",Private Bedroom in Williamsburg,private room,Gregory,June 16 2019,Brooklyn
1277,939657,140,"Manhattan, Harlem",Behind the Red Door II,entire home/apt,Diane And Craig,May 31 2019,Manhattan
1278,939724,85,"Brooklyn, Bedford-Stuyvesant",Stylish Room-Artist/Designers' Flat,private room,Kayla,May 19 2019,Brooklyn
1279,940115,75,"Brooklyn, Crown Heights",Cozy Studio in the Heart of Crown Heights,entire home/apt,Ni,June 29 2019,Brooklyn
1280,940116,53,"Brooklyn, Sunset Park",Bright Room in Historic Brownstone,private room,Chandle,April 28 2019,Brooklyn
1281,941179,150,"Brooklyn, Crown Heights",Clean & Cozy Brooklyn 1 BR Gem  - Great location!,entire home/apt,Michael,May 20 2019,Brooklyn
1282,941642,179,"Manhattan, Hell's Kitchen",HELL'S KITCHEN STUDIO for 2 or 3,entire home/apt,Rod,June 11 2019,Manhattan
1283,944040,135,"Brooklyn, Crown Heights",Entire 1.5 Br Apt- Crown Heights - Franklin Ave,entire home/apt,Rusty,June 23 2019,Brooklyn
1284,944049,200,"Manhattan, West Village",Beautiful 1BR in Prime West Village,entire home/apt,Andrew,July 01 2019,Manhattan
1285,944755,100,"Brooklyn, Prospect-Lefferts Gardens",STUDIO APT 1. IN PROSPECT LEFFERTS GARDENS,entire home/apt,William M.,May 18 2019,Brooklyn
1286,944840,134,"Brooklyn, DUMBO",Dumbo Loft With A Beautiful View,entire home/apt,Kevin,January 29 2019,Brooklyn
1287,945297,100,"Manhattan, East Village",East Village Gay Friendly Dbl Room,private room,Seth,June 22 2019,Manhattan
1288,947810,50,"Manhattan, Upper East Side",Seeking Short Term Roommate on UES,private room,Georgina,June 03 2019,Manhattan
1289,947963,50,"Brooklyn, Williamsburg",Sunny WILLIAMSBURG Room near SUBWAY,private room,Brian,June 09 2019,Brooklyn
1290,949713,400,"Brooklyn, Gowanus",Luxury Duplex Loft w. Private Roof & Amazing Views,entire home/apt,Tal,June 01 2019,Brooklyn
1291,951365,115,"Queens, Ridgewood",Bushwick/Ridgewood aprtmt w parking,entire home/apt,Alice,May 19 2019,Queens
1292,951944,235,"Manhattan, SoHo",Quiet Studio in Prime SoHo,entire home/apt,Dom,July 05 2019,Manhattan
1293,953951,250,"Manhattan, West Village",West Village Large 1BR,entire home/apt,Nicole,July 01 2019,Manhattan
1294,956412,189,"Brooklyn, DUMBO",Charming Bright 2BR apt- sleeps 6,entire home/apt,Dikla,June 21 2019,Brooklyn
1295,957002,100,"Manhattan, Upper West Side",Cozy PRIVATE Studio Apartment UWS and Jazz Tour.,entire home/apt,Sabrina,June 21 2019,Manhattan
1296,957642,49,"Brooklyn, Prospect-Lefferts Gardens",Large bedroom/Heart of Brooklyn,private room,Natasha,June 09 2019,Brooklyn
1297,959478,87,"Manhattan, Chinatown","Chic, Cozy LES 1BR. Weekly clean included!",entire home/apt,Michelle,February 01 2019,Manhattan
1298,959871,120,"Brooklyn, Williamsburg",Bask in the light! Studio bedroom in Williamsburg,private room,Derek,January 01 2019,Brooklyn
1299,962045,62,"Brooklyn, Bushwick","Private Room & Coffee, only 3 blocks to Train",private room,Deanna,June 28 2019,Brooklyn
1300,964379,130,"Brooklyn, Bay Ridge",WATER VIEWS 3 BED HOME W/ PARKING,entire home/apt,Rosana,February 28 2019,Brooklyn
1301,968848,64,"Brooklyn, Prospect Heights","Cozy private room in 2 Bedroom, BK",private room,Mark,February 03 2019,Brooklyn
1302,971158,100,"Manhattan, Harlem",Sunny room with private bathroom,private room,Liya,June 23 2019,Manhattan
1303,971247,190,"Manhattan, Upper West Side",Sunny Artist Live/Work Apartment,entire home/apt,Larry,July 03 2019,Manhattan
1304,973535,99,"Queens, East Elmhurst","Garden Apt, 5 mins from LaGuardia",entire home/apt,Gonzalo And Nora,July 02 2019,Queens
1305,975229,159,"Manhattan, East Village",Prime East Village location w/backyard garden!,entire home/apt,Timothy,June 16 2019,Manhattan
1306,975250,70,"Brooklyn, Bushwick",Bushwick Duplex 2,private room,Deacon,May 13 2019,Brooklyn
1307,975965,91,"Manhattan, East Village",Great Room in Lively East Village,private room,John,June 21 2019,Manhattan
1308,976242,200,"Manhattan, East Village",Cozy East Village Haven,entire home/apt,Anna,January 02 2019,Manhattan
1309,977870,169,"Manhattan, Upper West Side",Upper West Side Pied A Terre /NYC,entire home/apt,Matthew,June 23 2019,Manhattan
1310,978062,249,"Manhattan, West Village",West Village 1 BR Apartment,entire home/apt,Betsy,January 01 2019,Manhattan
1311,978386,85,"Queens, Astoria","A GEM Garden Apt on Broadway & 42ST QUEENS, NY",entire home/apt,Yiota,July 03 2019,Queens
1312,978615,81,"Queens, Astoria",NICE ROOM IN ASTORIA NEAR MANHATTAN,private room,Rosa,June 15 2019,Queens
1313,980098,199,"Manhattan, East Village",Quiet ST MARK'S PLACE ARTIST'S GEM,entire home/apt,Lynn,July 02 2019,Manhattan
1314,983625,135,"Manhattan, Harlem",Great Studio in the heart of Harlem,entire home/apt,Brinton,June 04 2019,Manhattan
1315,986727,165,"Manhattan, East Harlem",Manhattan's Best Deal!,entire home/apt,Adrianne,June 21 2019,Manhattan
1316,987329,78,"Queens, Astoria",ROOM NEAR TIMES SQUARE MANHATTAN,private room,Rosa,June 12 2019,Queens
1317,989976,160,"Queens, Flushing",Three Bedroom NY Private Apartment,entire home/apt,Rose,June 22 2019,Queens
1318,990367,170,"Manhattan, Harlem",Colorful Manhattan - Harlem Apartment,entire home/apt,Lauri,June 01 2019,Manhattan
1319,992508,65,"Manhattan, East Harlem","Next to Subway, Private bedroom",private room,Elisa,June 26 2019,Manhattan
